,name,review,preprocessed_review
420,광안리 그레이 193 호텔,업무 출장이었지만 객실 업그레이드 덕분에 기분 좋은 출장이 되었습니다 감사합니다,업무 출장이었지만 객실 업그레이드 덕분에 기분 좋은 출장이 되었습니다 감사합니다
421,광안리 그레이 193 호텔,사장님이 업그레이드 해주셨고조식도 맛나고 매우 신경써서 관리하는 믿음직한 호텔부산오면 또 오고 싶은 호텔객실도 깨끗하고 테라스도 여유롭고 굿굿,사장님이 업그레이드해주셨고 조식도 맛나고 매우 신경 써서 관리하는 믿음직한 호텔 부산 오면 또 오고 싶은 호텔 객실도 깨끗하고 테라스도 여유롭고 굿굿
422,광안리 그레이 193 호텔,커플들에겐 비추 방음이 너무 안되서 밤에 진짜 눈치보입니다 가보면 제 말 뭔지 아실듯 옆방 말 소리까지 다들려요 시설이랑 뷰는 좋았어요,커플들에겐 비추 방음이 너무 안돼서 밤에 진짜 눈치 보입니다 가보면 제 말 뭔지 아실 듯 옆방 말소리까지 다 들려요 시설이랑 경치는 좋았어요
423,광안리 그레이 193 호텔,바다가 잘 보이더라구요 밑에 바로 편의점도 있고 근처 식당들도 있고 잘 보내고 갑니다,바다가 잘 보이더라고요 밑에 바로 편의점도 있고 근처 식당들도 있고 잘 보내고 갑니다
424,광안리 그레이 193 호텔,다음에는 온다면 오션뷰 쪽 꼭 가고 싶네여 지하철가느길은 좀 멀었지만 편하게 지내다 간거 같아요 조금 아쉬운점은 창문쪽에 침대가 있어서 추웠어요 조금이나마 보이는 바다 보고 힐링 이였어요,다음에는 온다면 오션경치 쪽 꼭 가고 싶네요 지하철 가는 길은 좀 멀었지만 편하게 지내다 간거 같아요 조금 아쉬운 점은 창문 쪽에 침대가 있어서 추웠어요 조금이나마 보이는 바다 보고 힐링이었어요
425,광안리 그레이 193 호텔,바다뷰가 있는곳 잘 쉬다왔어요 방도 하이오션뷰로 올려주시고 감사합니다,바다 경치가 있는 곳 잘 쉬다 왔어요 방도 하이 오션경치로 올려주시고 감사합니다
426,광안리 그레이 193 호텔,랜덤배정으로 객실 예약했는데 객실이 좁긴하지만 테라스 있는 객실로 배정해주신점은 정말 만족스러웠어요 늦은시간에 비품 추가 요청 했는데 필요한만큼 넉넉히 주시네요 광안리대교가 잘 보이지는 않는점은 많이 아쉽네요 다음엔 오션뷰에서 한 번 묵고싶네요 감사합니다친절도에서 추천합니다,랜덤 배정으로 객실 예약했는데 객실이 좁긴 하지만 테라스 있는 객실로 배정해주신 점은 정말 만족스러웠어요 늦은 시간에 비품 추가 요청했는데 필요한 만큼 넉넉히 주시네요 광안리 대교가 잘 보이지는 않는 점은 많이 아쉽네요 다음엔 오션경치에서 한 번 묵고 싶네요 감사합니다 친절도에서 추천합니다
427,광안리 그레이 193 호텔,룸 업그레이드 해주셔서 정말 기분 좋게 잘 쉬다 왔어요 방도 깨끗했고 조식도 잘 이용 했습니다다음에 또 이용 할게요,룸 업그레이드해주셔서 정말 기분 좋게 잘 쉬다 왔어요 방도 깨끗했고 조식도 잘 이용했습니다 다음에 또 이용할게요
428,광안리 그레이 193 호텔,친구랑 부산여행 숙소 찾다 여기로 골랐는데 위치도 좋고 시설도 깨끗하고 좋네요,친구랑 부산 여행 숙소 찾다 여기로 골랐는데 위치도 좋고 시설도 깨끗하고 좋네요
429,광안리 그레이 193 호텔,무료로 오션뷰 업글 해주셨어요 쏘스읫그레이호텔,무료로 오션경치 업글 해주셨어요 쏘스읫그레이호텔
430,광안리 그레이 193 호텔,룸 업그레이드에 뷰도 좋고 청결도도 좋고다음에 또 놀러가도 이용하고싶을정도로정말 좋았어요,룸 업그레이드에 경치도 좋고 청결도 도 좋고 다음에 또 놀러 가도 이용하고 싶을 정도로 정말 좋았어요
431,광안리 그레이 193 호텔,쀼누누누누눈님 그레이193 호텔을 찾아주셔서 감사합니다그레이 193에서 좋은 추억 남기신 듯해 저희도 기쁩니다 D재방문하셔도 여전히 만족하실 수 있도록 노력하겠습니다소중한 후기 감사합니다 ♡,쀼누누누누눈님 그레이 193 호텔을 찾아주셔서 감사합니다 그레이 193에서 좋은 추억 남기신 듯해 저희도 기쁩니다 D 재방문하셔도 여전히 만족하실 수 있도록 노력하겠습니다 소중한 후기 감사합니다 ♡
432,광안리 그레이 193 호텔,깨끗해서 좋았어여  가격에 비해선  그냥 그래요,깨끗해서 좋았어요  가격에 비해선  그냥 그래요
433,광안리 그레이 193 호텔,아래층에서 담배냄새 올라오던거 빼고는 아주 대만족,아래층에서 담배 냄새 올라오던 거 빼고는 아주 대만족
434,광안리 그레이 193 호텔,깨끗하고 좋았습니다만 내부공사하는건이해하지만 기본 체크아웃시간까지는 지켜주고 그 이후에 공사를하셔야죠 아침 아홉시반부터 망치소리를 시작해서 드릴소리로 깨우는건 아닌거같아요,깨끗하고 좋았습니다만 내부 공사하는 건 이해하지만 기본 체크아웃 시간까지는 지켜주고 그 이후에 공사를 하셔야죠 아침 아홉시 반부터 망치소리를 시작해서 드릴 소리로 깨우는 건 아닌 거 같아요
435,광안리 그레이 193 호텔,깨끗하고 뷰좋고 넷플릭스도되고 부족한거없이 다 좋았습니다,깨끗하고 경치 좋고 넷플릭스도 되고 부족한 거 없이 다 좋았습니다
436,광안리 그레이 193 호텔,너무좋은데 방음은 잘 안돼요 뷰는 좋습니다,너무 좋은데 방음은 잘 안돼요 경치는 좋습니다
437,광안리 그레이 193 호텔,친절하시고 객실도 너무 예뻐서 좋아요,친절하시고 객실도 너무 예뻐서 좋아요
438,광안리 그레이 193 호텔,좋습니다 거의 완벽 뷰는 없는 방으로 골라서 확인 불가능하지만 그 이외의 기타 사항들은 완벽참 넷플렉스 아이디 공유라서 다른 방이 보면 못 볼수 있어요 ,좋습니다 거의 완벽 경치는 없는 방으로 골라서 확인 불가능하지만 그 이외의 기타 사항들은 완벽 참 넷플릭스 아이디 공유라서 다른 방이 보면 못 볼 수 있어요 
439,광안리 그레이 193 호텔,스탠다드에서 디럭스로 업그레이드 해주셨는데 스탠다드 방이 더 좋은거같아요디럭스방 환풍기 소리가 너무 시끄러워요 화장실 불 키면 방위에 천창에서 환풍기가 돌아가서 애인이 똥싸러가면 환풍기소리에 티비를 몬보겠어요,스탠더드에서 디럭스로 업그레이드해주셨는데 스탠더드 방이 더 좋은 거 같아요 디럭스 방 환풍기 소리가 너무 시끄러워요 화장실 불 켜면 방위에 천창에서 환풍기가 돌아가서 애인이 똥 싸러 가면 환풍기 소리에 티브이를 못 보겠어요
440,광안리 그레이 193 호텔,사진이랑 완전 똑같고 오션뷰 넘 좋았어요연박했는데 외출하는동안 방 청소도 처음이랑 완전 똑같이 해주셔서 감사합니다,사진이랑 정말 똑같고 오션경치 너무 좋았어요 연방했는데 외출하는 동안 방 청소도 처음이랑 완전 똑같이 해주셔서 감사합니다
441,광안리 그레이 193 호텔,광안대교가 보였으면 더좋았겠지만 가격대비 아주만족스러웠습니다,광안대교가 보였으면 더 좋았겠지만  구성비  아주 만족스러웠습니다
442,광안리 그레이 193 호텔,부분오션뷰였지만 나름 바다쪽이 잘보여서 너무 좋았어요 깨끗하고 시설도 좋고 넷플릭스도 볼 수 있고 다 좋았어요 다만 아쉬운점은 화장대 거울이 너무작고 낮아서 여성분이라면 불편할 수도,부분 오션경치였지만 나름 바다 쪽이 잘 보여서 너무 좋았어요 깨끗하고 시설도 좋고 넷플릭스도 볼 수 있고 다 좋았어요 다만 아쉬운 점은 화장대 거울이 너무 작고 낮아서 여성분이라면 불편할 수도
443,광안리 그레이 193 호텔,호호호간지녀0044님 그레이193 호텔을 찾아주셔서 감사합니다청결과 서비스에 항상 주의하고 있습니다 화장대 거울이 작으셨군요  프론트로 바로 전화주셔서 거울 큰 곳 있냐고 여쭤보시면 바로 준비하도록 노력하겠습니다항상 최적의 서비스를 위해 노력하겠습니다소중한 후기 감사합니다 D더보기,호호호 간 지녀 0044님 그레이 193 호텔을 찾아주셔서 감사합니다 청결과 서비스에 항상 주의하고 있습니다 화장대 거울이 작으셨군요  프런트로 바로 전화 주셔서 거울 큰 곳 있냐고 여쭤보시면 바로 준비하도록 노력하겠습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D 
444,광안리 그레이 193 호텔,hsm1004님 그레이193 호텔을 찾아주셔서 감사합니다항상 최적의 서비스를 위해 노력하겠습니다소중한 후기 감사합니다 D,hsm1004님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
445,광안리 그레이 193 호텔,스탠다드룸 시티뷰이지만 광안리 보이긴 함 근데 유리 더러워서 잘 안보임 옆 건물이랑 거리 가깝긴 하지만 커튼 열 일 딱히 없음 나름 청결했음 샤워기 물이 안틀어져서 당황했는데 쓸 일은 없어서 따로 문의하진 않음 아침에 공사 소리 때문에 깸 광안리랑 가깝다는 점 바로 앞에 편의점이 있다는 점 좋았음재방문 의사 O,스탠더드룸 시티경치이지만 광안리 보이긴 함 근데 유리 더러워서 잘 안 보임 옆 건물이랑 거리 가깝긴 하지만 커튼 열 일 딱히 없음 나름 청결했음 샤워기 물이 안 틀어져서 당황했는데 쓸 일은 없어서 따로 문의하진 않음 아침에 공사 소리 때문에 깸 광안리랑 가깝다는 점 바로 앞에 편의점이 있다는 점 좋았음 재방문 의사 O
446,광안리 그레이 193 호텔,영식이친구님 그레이193 호텔을 찾아주셔서 감사합니다항상 청결에 신경쓰고 노력하지만 창이 더러웠다니 저희의 부주의함에 다시 한 번 사과드리겠습니다항상 최적의 서비스를 위해 노력하겠습니다소중한 후기 감사합니다 D,영식이 친구님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 청결에 신경 쓰고 노력하지만 창이 더러웠다니 저희의 부주의함에 다시 한 번 사과드리겠습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
447,광안리 그레이 193 호텔,광안리 해수욕장 바로 앞에 위치하고 있어용 주차장도 있구요   랜덤이라 바다뷰방 배정을 못받아서 아쉬웠지만 위치도 좋고  청소도 잘 되있어어 편하게 잘 쉬다가 왔어요 더보기,광안리 해수욕장 바로 앞에 위치하고 있어요 주차장도 있고요   랜덤이라 바다 경치방 배정을 못 받아서 아쉬웠지만 위치도 좋고  청소도 잘 돼있어 어 편하게 잘 쉬다가 왔어요 
448,광안리 그레이 193 호텔,요정님이리오너라0041님 그레이193 호텔을 찾아주셔서 감사합니다편하게 쉬다 가셨다니 정말 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다소중한 후기 감사합니다 D,요정 님 이리 오너라 0041님 그레이 193 호텔을 찾아주셔서 감사합니다 편하게 쉬다 가셨다니 정말 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
449,광안리 그레이 193 호텔,무럭무럭먹보0044님 그레이193 호텔을 찾아주셔서 감사합니다크으으으 저희 오션뷰 맛집에 또 한 분이 빠지셨군요 항상 최적의 서비스를 위해 노력하겠습니다소중한 후기 감사합니다 D,무럭무럭 먹보 0044님 그레이 193 호텔을 찾아주셔서 감사합니다크으으으 저희 오션경치 맛 집에 또 한 분이 빠지셨군요 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
450,광안리 그레이 193 호텔,깨끗했고 넓었고 뷰도 좋았습니다직원분들도 친절하셨구요다만 방음이 아쉽습니다옆방소리가 내방처럼 들렸고 아침엔 주변 공사소리로 강제기상되었습니다,깨끗했고 넓었고 경치도 좋았습니다 직원분들도 친절하셨고요 다만 방음이 아쉽습니다 옆방 소리가 내방처럼 들렸고 아침엔 주변 공사 소리로 강제 기상되었습니다
451,광안리 그레이 193 호텔,1박에 11만원 주고 2일 연박 했습니다호텔이라는 이름 달고 있지만 룸컨디션은 4만원대 모텔보다 못하구요 무엇보다 담배냄새가 환풍기를 타고 들어오는건지 뭔지 너무 심하게 나서 프론트에 연락했더니 해결방법이 없어 참기만 했네요 시티뷰로 예약하긴 했어도 커튼안치고 있으면 옆건물 사람이랑 눈마주치는 뷰네요 돈도 너무 아깝고 이때까지 방문한 숙소중에 최악입니다더보기,1박에 11만 원 주고 2일 연방했습니다 호텔이라는 이름 달고 있지만 룸 컨디션은 4만 원대 모텔보다 못하고요 무엇보다 담배 냄새가 환풍기를 타고 들어오는 건지 뭔지 너무 심하게 나서 프런트에 연락했더니 해결 방법이 없어 참기만 했네요 시티 경치러 예약하긴 했어도 커튼 안치고 있으면 옆 건물 사람이랑 눈 마주치는 경치네요 돈도 너무 아깝고 이때까지 방문한 숙소 중에 최악입니다 
452,광안리 그레이 193 호텔,경콩님 그레이193 호텔을 찾아주셔서 감사합니다청결과 서비스에 항상 신경 쓰고 있습니다항상 최적의 서비스를 위해 노력하겠습니다소중한 후기 감사합니다 D,경콩님 그레이 193 호텔을 찾아주셔서 감사합니다 청결과 서비스에 항상 신경 쓰고 있습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
453,광안리 그레이 193 호텔,또각또각이순간038님 그레이193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,또각또각이 순간 038님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
454,광안리 그레이 193 호텔,또각또각이순간0038님 그레이193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,또각또각이 순간 0038님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
455,광안리 그레이 193 호텔,csk3248님 그레이193 호텔을 찾아주셔서 감사합니다 항상 청결에 주의하고 있습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,csk3248님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 청결에 주의하고 있습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
456,광안리 그레이 193 호텔,프론트 직원분이 정말 친절하셨으나넷플릭스 볼수있다고 써있는데거의 2010년대 컴퓨터쓰는 수준으로 너무도 느려서 아예 보질 못했네요 저희 객실만 안되었던건진 모르겠네요와이파이도 많이 느렸습니다 사진과 다르게 객실이 조금 많이 작아서 아쉬웠습니다하루 쉬고 오는 정도로 괜찮겠습니다더보기,프런트 직원분이 정말 친절하셨으나 넷플릭스 볼 수 있다고 쓰여있는데 거의 2010년대 컴퓨터 쓰는 수준으로 너무도 느려서 아예 보질 못했네요 저희 객실만 안 되었던 건 진 모르겠네요 와이파이도 많이 느렸습니다 사진과 다르게 객실이 조금 많이 작아서 아쉬웠습니다 하루 쉬고 오는 정도로 괜찮겠습니다 
457,광안리 그레이 193 호텔,또각또각달빛0009님 그레이193 호텔을 찾아주셔서 감사합니다 현재 셋탑박스 교체를 층별로 진행중에 있는데 그 과정에서 약간의 문제가 있었나 봅니다객실 이용에 불편을 겪게 해드려 다시 한번 사과 드립니다항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D더보기,또각또각 달빛 0009님 그레이 193 호텔을 찾아주셔서 감사합니다 현재 셋탑박스 교체를 층별로 진행 중에 있는데 그 과정에서 약간의 문제가 있었나 봅니다 객실 이용에 불편을 겪게 해드려 다시 한번 사과드립니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D 
458,광안리 그레이 193 호텔,넷플릭스를 볼수있다고되어있던데 어떻게보는지도모르겠고 해서 못봐서 좀 아쉬워요하지만 위치도 나쁘지않고 시설은 다 깨끗해요,넷플릭스를 볼 수 있다고 되어있던데 어떻게 보는지도 모르겠고 해서 못 봐서 좀 아쉬워요 하지만 위치도 나쁘지 않고 시설은 다 깨끗해요
459,광안리 그레이 193 호텔,바닥 타일은 깨져있고 벽도 수정한거같은데 새로 도배도 안한채 방치되어있네요방 예약할 때는 넷플릭스도 된다고 적혀있었는데이건 뭐 넷플릭스도 직접 깔아야하고 실행해도 화면 돌기만 하네요한시간 기다리다 지쳐서 껐습니다나머지는 만족스럽습니다더보기,바닥 타일은 깨져있고 벽도 수정한 거 같은데 새로 도배도 안 한 채 방치되어 있네요 방 예약할 때는 넷플릭스도 된다고 적혀있었는데 이건 뭐 넷플릭스도 직접 깔아야 하고 실행해도 화면 돌기만 하네 요한 시간 기다리다 지쳐서 껐습니다 나머지는 만족스럽습니다 
460,광안리 그레이 193 호텔,호텔의 분위기와 숙소의 룸 컨디션 모두 아늑하고 깨끗하고 모던해서 너무 좋았어요 객실 메이크업도 잘 해 주시고 위치도 좋아서 만족스럽게 쉬다가 갑니다,호텔의 분위기와 숙소의 룸 컨디션 모두 아늑하고 깨끗하고 모던해서 너무 좋았어요 객실 메이크업도 잘 해 주시고 위치도 좋아서 만족스럽게 쉬다가 갑니다
461,광안리 그레이 193 호텔,허방이님 그레이193 호텔을 찾아주셔서 감사합니다 만족스러워 하시니 덩달아 기분이 좋습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,헛방이 님 그레이 193 호텔을 찾아주셔서 감사합니다 만족스러워하시니 덩달아 기분이 좋습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
462,광안리 그레이 193 호텔,뜨거운매일매일0037님 그레이193 호텔을 찾아주셔서 감사합니다 항상 청결에 주의하고 방음 문제 더 노력하고 있습니다항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,뜨거운 매일매일 0037님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 청결에 주의하고 방음 문제 더 노력하고 있습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
463,광안리 그레이 193 호텔,꿍언니님 그레이193 호텔을 찾아주셔서 감사합니다 안좋은게 단 1도 없는 소중한 후기 정말 감사드립니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,쿵 언니님 그레이 193 호텔을 찾아주셔서 감사합니다 안 좋은 게 단 1도 없는 소중한 후기 정말 감사드립니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
464,광안리 그레이 193 호텔,맑은돌돌이0028님 그레이193 호텔을 찾아주셔서 감사합니다 항상 청결에 주의하고 있습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,맑은 돌돌이 0028님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 청결에 주의하고 있습니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
465,광안리 그레이 193 호텔,신흥동환소남님 그레이193 호텔을 찾아주셔서 감사합니다 맘에 드셨다니 정말 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D,신흥동환 소남님 그레이 193 호텔을 찾아주셔서 감사합니다 맘에 드셨다니 정말 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다 소중한 후기 감사합니다 D
466,광안리 그레이 193 호텔,다람쥐놀고싶다0031님 그레이193 호텔을 찾아주셔서 감사합니다또 한 분이 저희 뷰에 빠지셨군요 크으으 너무 감사드립니다 항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,다람쥐 놀고 싶다 0031님 그레이 193 호텔을 찾아주셔서 감사합니다 또 한 분이 저희 경치에 빠지셨군요 으으으 너무 감사드립니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
467,광안리 그레이 193 호텔,너무 깔끔하고 룸 업글해줘서 너무 좋았어요 프론트 직원분들도 넘 친절해서 담에 무조건 또 올거같습니다,너무 깔끔하고 룸 업글해줘서 너무 좋았어요 프런트 직원분들도 너무 친절해서 담에 무조건 또 올 거 같습니다
468,광안리 그레이 193 호텔,마약꽈배기님 그레이193 호텔을 찾아주셔서 감사합니다앞으로 더욱 더 친절 서비스를 제공해드리기 위해 노력하겠습니다 항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,마약 꽈배기님 그레이 193 호텔을 찾아주셔서 감사합니다 앞으로 더욱더 친절 서비스를 제공해드리기 위해 노력하겠습니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
469,광안리 그레이 193 호텔,데구르르탱님 그레이193 호텔을 찾아주셔서 감사합니다좋았습니다 라고 해석해도 되겠죠_항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,데구르르탱님 그레이 193 호텔을 찾아주셔서 감사합니다 좋았다고 해석해도 되겠죠_항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
470,광안리 그레이 193 호텔,멍뭉이영원하리0024님 그레이193 호텔을 찾아주셔서 감사합니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,멍멍이 영원하리 0024님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
471,광안리 그레이 193 호텔,완전 깨끗하구 쾌적한 숙소였어요  리모컨버튼이 좀 잘 안드는거  빼고는 다 만족이였답니당  추천해요 ,정말 깨끗하고 쾌적한 숙소였어요  리모컨 버튼이 좀 잘 안 드는 거  빼고는 다 만족이었답니다  추천해요 
472,광안리 그레이 193 호텔,아수크림님 그레이193 호텔을 찾아주셔서 감사합니다리모콘 때문에 불편을 겪으셨군요  프론트로 바로 연락주셨으면 조치 바로 해드렸을텐데 다음에 재방문 하실 때 문제가 있으시면 바로 연락주시면 조치 해드리겠습니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 더보기,아이스크림님 그레이 193 호텔을 찾아주셔서 감사합니다 리모컨 때문에 불편을 겪으셨군요  프런트로 바로 연락 주셨으면 조치 바로 해드렸을 텐데 다음에 재방문 하실 때 문제가 있으시면 바로 연락 주시면 조치해드리겠습니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
473,광안리 그레이 193 호텔,바다내음나야나0024님 그레이193 호텔을 찾아주셔서 감사합니다만족스럽게 보내셨다니 너무 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,바다 내음 나야 나 0024님 그레이 193 호텔을 찾아주셔서 감사합니다 만족스럽게 보내셨다니 너무 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
474,광안리 그레이 193 호텔,alwaysll님 그레이193 호텔을 찾아주셔서 감사합니다만족스러우셨다니 너무 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,alwaysll 님 그레이 193 호텔을 찾아주셔서 감사합니다 만족스러우셨다니 너무 다행입니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
475,광안리 그레이 193 호텔,엔지오님 그레이193 호텔을 찾아주셔서 감사합니다더 만족스러울 만한 서비스를 제공하기 위해 노력하겠습니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,엔지오님 그레이 193 호텔을 찾아주셔서 감사합니다 더 만족스러울 만한 서비스를 제공하기 위해 노력하겠습니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
476,광안리 그레이 193 호텔,광안리 위치도 좋고 깔끔했습니다 내부는 좀 좁은데 만족,광안리 위치도 좋고 깔끔했습니다 내부는 좀 좁은데 만족
477,광안리 그레이 193 호텔,제대로 오션뷰고 침대도 넓어서 좋았습니다,제대로 오션경치고 침대도 넓어서 좋았습니다
478,광안리 그레이 193 호텔,스리9201님 그레이193 호텔을 찾아주셔서 감사합니다사진 정말 예쁘게 잘 찍으시네요 멋진 사진 감사드립니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,스리 9201님 그레이 193 호텔을 찾아주셔서 감사합니다 사진 정말 예쁘게 잘 찍으시네요 멋진 사진 감사드립니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
479,광안리 그레이 193 호텔,생각했던것보다 방은 작았는데 스탠다드룸에서도 바다가 조금 보였지만 너무 가까이에 다른 건물이 있어서 커튼을 열지는 못했어요 연박해서 방비울때마다 청소 깔끔히 되어있어서 맘에 들었고 광안리 끝쪽 숙소이지만 그래서 수변공원도 비교적 가까운편이고 조금만 걸으면 식당이 많아서 여름휴가 잘 보내고 왔어요 ,생각했던 것보다 방은 작았는데 스탠더드룸에서도 바다가 조금 보였지만 너무 가까이에 다른 건물이 있어서 커튼을 열지는 못했어요 면박해서 방이 울 때마다 청소 깔끔히 되어있어서 맘에 들었고 광안리 끝 쪽 숙소이지만 그래서 수변공원도 비교적 가까운 편이고 조금만 걸으면 식당이 많아서 여름휴가 잘 보내고 왔어요 
480,광안리 그레이 193 호텔,파도소리스며들다0007님님 그레이193 호텔을 찾아주셔서 감사합니다주변에 볼거리와 맛집이 많고 바다도 바로 가까이에 위치해 있습니다 여름휴가 잘 보내셨다니 저희도 덩달아 기분이 좋습니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 더보기,파도소리 스며들다 0007님님 그레이 193 호텔을 찾아주셔서 감사합니다 주변에 볼거리와 맛 집이 많고 바다도 바로 가까이에 위치해 있습니다 여름휴가 잘 보내셨다니 저희도 덩달아 기분이 좋습니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
481,광안리 그레이 193 호텔,Ribon님 그레이193 호텔을 찾아주셔서 감사합니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,Ribon 님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
482,광안리 그레이 193 호텔,바나나맛으유2님 그레이193 호텔을 찾아주셔서 감사합니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,바나나맛 우유 2님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
483,광안리 그레이 193 호텔,좀 비싼게 흠이지만 갈 때마다 좋습니다,좀 비싼 게 흠이지만 갈 때마다 좋습니다
484,광안리 그레이 193 호텔,뿌잉뿌잉조각배0034님 그레이193 호텔을 찾아주셔서 감사합니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,뿌잉뿌잉조각배0034님 그레이 193 호텔을 찾아주셔서 감사합니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
485,광안리 그레이 193 호텔,정말 친절하셨고 오션뷰도 좋았어요 다만 수압이 약해서 변기 물이 잘 안내려가는 경우도 있었어요  하지만 침대도 크고 편안하게 쉬다갑니다,정말 친절하셨고 오션경치도 좋았어요 다만 수압이 약해서 변기 물이 잘 안 내려가는 경우도 있었어요  하지만 침대도 크고 편안하게 쉬다 갑니다
486,광안리 그레이 193 호텔,봄내음을느껴봐0042님 그레이193 호텔을 찾아주셔서 감사합니다화장실 때문에 불편을 겪으셨군요 프론트로 바로 전화주셨으면 즉시 조치 해드렸을텐데 불편을 겪게 해드려 정말 죄송합니다항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 더보기,봄 내음을 느껴봐 0042님 그레이 193 호텔을 찾아주셔서 감사합니다 화장실 때문에 불편을 겪으셨군요 프런트로 바로 전화 주셨으면 즉시 조치해드렸을 텐데 불편을 겪게 해드려 정말 죄송합니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
487,광안리 그레이 193 호텔,핵꿀맛좋은걸0026님 그레이193 호텔을 찾아주셔서 감사합니다저희 그레이193 호텔은 바다의 바로 가까이에 위치하고 있어 오션뷰가 특히나 좋답니다 항상 최적의 서비스를 위해 노력하겠습니다후기 감사합니다 ,핵 꿀맛 좋은 걸 0026님 그레이 193 호텔을 찾아주셔서 감사합니다 저희 그레이 193 호텔은 바다의 바로 가까이에 위치하고 있어 오션경치가 특히나 좋답니다 항상 최적의 서비스를 위해 노력하겠습니다 후기 감사합니다 
